station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,gust_drct,gust_sknt,vis1_coeff,vis1_nd,vis2_coeff,vis2_nd,vis3_coeff,vis3_nd,ptype,precip,pres1,pres2,pres3
MAE,Madera,2023-09-24 07:00,62,54,4,248,247,4,0.236,N,M,M,M,M,NP,0.0,29.687,29.697,M
MAE,Madera,2023-09-24 08:00,60,53,4,270,274,5,0.275,N,M,M,M,M,NP,0.0,29.688,29.697,M
MAE,Madera,2023-09-24 09:00,57,53,4,251,257,4,0.348,N,M,M,M,M,NP,0.0,29.697,29.707,M
MAE,Madera,2023-09-24 10:00,55,51,3,277,276,4,0.373,N,M,M,M,M,NP,0.0,29.684,29.694,M
MAE,Madera,2023-09-24 11:00,56,51,4,309,315,5,0.298,N,M,M,M,M,NP,0.0,29.69,29.7,M
MAE,Madera,2023-09-24 12:00,55,50,6,343,349,7,0.277,N,M,M,M,M,NP,0.0,29.695,29.705,M
MAE,Madera,2023-09-24 13:00,54,49,2,243,255,2,0.275,N,M,M,M,M,NP,0.0,29.702,29.712,M
MAE,Madera,2023-09-24 14:00,52,48,4,220,221,4,0.27,D,M,M,M,M,NP,0.0,29.712,29.722,M
MAE,Madera,2023-09-24 15:00,57,50,1,344,232,2,0.278,D,M,M,M,M,NP,0.0,29.723,29.733,M
MAE,Madera,2023-09-24 16:00,65,50,1,336,340,3,0.205,D,M,M,M,M,NP,0.0,29.732,29.741,M
MAE,Madera,2023-09-24 17:00,70,50,2,220,215,4,0.166,D,M,M,M,M,NP,0.0,29.736,29.746,M
MAE,Madera,2023-09-24 18:00,75,52,3,307,302,6,0.172,D,M,M,M,M,NP,0.0,29.733,29.743,M
MAE,Madera,2023-09-24 19:00,79,52,2,13,314,4,0.185,D,M,M,M,M,NP,0.0,29.724,29.733,M
MAE,Madera,2023-09-24 20:00,83,52,6,202,212,7,0.147,D,M,M,M,M,?1,0.0,29.708,29.717,M
MAE,Madera,2023-09-24 21:00,86,48,3,113,143,6,0.135,D,M,M,M,M,NP,0.0,29.687,29.697,M
MAE,Madera,2023-09-24 22:00,88,47,1,9,213,3,0.127,D,M,M,M,M,NP,0.0,29.672,29.682,M
MAE,Madera,2023-09-24 23:00,88,44,3,209,199,4,0.121,D,M,M,M,M,NP,0.0,29.654,29.663,M
MAE,Madera,2023-09-25 00:00,88,41,3,243,251,4,0.104,D,M,M,M,M,NP,0.0,29.647,29.656,M
MAE,Madera,2023-09-25 01:00,86,47,5,284,274,6,0.126,D,M,M,M,M,NP,0.0,29.645,29.654,M
MAE,Madera,2023-09-25 02:00,78,48,4,280,280,4,0.126,D,M,M,M,M,NP,0.0,29.65,29.659,M
MAE,Madera,2023-09-25 03:00,73,50,5,304,303,8,0.182,N,M,M,M,M,NP,0.0,29.659,29.669,M
MAE,Madera,2023-09-25 04:00,70,54,6,281,281,7,0.187,N,M,M,M,M,NP,0.0,29.675,29.685,M
MAE,Madera,2023-09-25 05:00,68,54,5,307,315,8,0.158,N,M,M,M,M,NP,0.0,29.681,29.691,M
MAE,Madera,2023-09-25 06:00,63,54,5,274,275,6,0.17,N,M,M,M,M,NP,0.0,29.693,29.702,M
MAE,Madera,2023-09-25 07:00,62,53,6,289,300,7,0.138,N,M,M,M,M,NP,0.0,29.701,29.711,M
MAE,Madera,2023-09-25 08:00,59,51,5,272,269,6,0.109,N,M,M,M,M,NP,0.0,29.715,29.724,M
MAE,Madera,2023-09-25 09:00,60,51,6,303,304,9,0.108,N,M,M,M,M,NP,0.0,29.725,29.735,M
MAE,Madera,2023-09-25 10:00,58,51,5,297,289,7,0.093,N,M,M,M,M,NP,0.0,29.722,29.731,M
MAE,Madera,2023-09-25 11:00,56,50,5,298,307,7,0.095,N,M,M,M,M,NP,0.0,29.721,29.731,M
MAE,Madera,2023-09-25 12:00,56,51,6,305,302,7,0.087,N,M,M,M,M,NP,0.0,29.733,29.743,M
MAE,Madera,2023-09-25 13:00,55,50,5,285,287,6,0.113,N,M,M,M,M,NP,0.0,29.747,29.757,M
MAE,Madera,2023-09-25 14:00,54,52,7,286,281,8,0.107,D,M,M,M,M,NP,0.0,29.756,29.766,M
MAE,Madera,2023-09-25 15:00,56,53,8,298,293,11,0.113,D,M,M,M,M,NP,0.0,29.782,29.791,M
MAE,Madera,2023-09-25 16:00,65,53,9,312,299,13,0.107,D,M,M,M,M,NP,0.0,29.801,29.81,M
MAE,Madera,2023-09-25 17:00,69,53,9,303,305,15,0.088,D,M,M,M,M,NP,0.0,29.814,29.823,M
MAE,Madera,2023-09-25 18:00,74,53,7,316,306,10,0.099,D,M,M,M,M,NP,0.0,29.809,29.818,M
MAE,Madera,2023-09-25 19:00,77,52,3,360,347,6,0.096,D,M,M,M,M,?1,0.0,29.8,29.81,M
MAE,Madera,2023-09-25 20:00,80,53,1,130,91,3,0.101,D,M,M,M,M,NP,0.0,29.774,29.784,M
MAE,Madera,2023-09-25 21:00,82,53,4,231,291,6,0.11,D,M,M,M,M,NP,0.0,29.751,29.761,M
MAE,Madera,2023-09-25 22:00,84,53,6,225,238,10,0.133,D,M,M,M,M,NP,0.0,29.735,29.745,M
MAE,Madera,2023-09-25 23:00,84,52,4,232,229,5,0.133,D,M,M,M,M,NP,0.0,29.72,29.729,M
MAE,Madera,2023-09-26 00:00,84,51,5,287,275,7,0.143,D,M,M,M,M,NP,0.0,29.716,29.725,M
MAE,Madera,2023-09-26 01:00,81,52,7,298,312,8,0.165,D,M,M,M,M,NP,0.0,29.719,29.729,M
MAE,Madera,2023-09-26 02:00,75,51,6,304,301,9,0.151,D,M,M,M,M,NP,0.0,29.734,29.743,M
MAE,Madera,2023-09-26 03:00,70,52,7,293,292,10,0.144,N,M,M,M,M,NP,0.0,29.749,29.758,M
MAE,Madera,2023-09-26 04:00,68,50,8,285,274,11,0.081,N,M,M,M,M,NP,0.0,29.77,29.779,M
MAE,Madera,2023-09-26 05:00,67,51,9,292,282,12,0.072,N,M,M,M,M,NP,0.0,29.791,29.801,M
MAE,Madera,2023-09-26 06:00,64,51,8,281,280,10,0.057,N,M,M,M,M,NP,0.0,29.804,29.813,M
MAE,Madera,2023-09-26 07:00,63,51,7,291,277,9,0.057,N,M,M,M,M,NP,0.0,29.804,29.813,M
MAE,Madera,2023-09-26 08:00,61,51,5,285,282,7,0.055,N,M,M,M,M,NP,0.0,29.809,29.818,M
MAE,Madera,2023-09-26 09:00,57,50,5,274,279,6,0.051,N,M,M,M,M,NP,0.0,29.808,29.817,M
MAE,Madera,2023-09-26 10:00,58,51,5,289,292,8,0.06,N,M,M,M,M,NP,0.0,29.81,29.819,M
MAE,Madera,2023-09-26 11:00,58,51,6,307,302,7,0.064,N,M,M,M,M,NP,0.0,29.813,29.822,M
MAE,Madera,2023-09-26 12:00,56,50,5,325,323,6,0.06,N,M,M,M,M,NP,0.0,29.815,29.825,M
MAE,Madera,2023-09-26 13:00,54,50,4,327,326,5,0.065,N,M,M,M,M,NP,0.0,29.824,29.833,M
MAE,Madera,2023-09-26 14:00,54,50,4,354,359,5,0.086,D,M,M,M,M,NP,0.0,29.836,29.846,M
MAE,Madera,2023-09-26 15:00,59,51,3,316,321,4,0.102,D,M,M,M,M,NP,0.0,29.843,29.853,M
MAE,Madera,2023-09-26 16:00,66,52,6,289,272,8,0.146,D,M,M,M,M,NP,0.0,29.849,29.858,M
MAE,Madera,2023-09-26 17:00,72,52,6,296,305,7,0.121,D,M,M,M,M,NP,0.0,29.857,29.866,M
MAE,Madera,2023-09-26 18:00,78,54,4,267,246,9,0.098,D,M,M,M,M,NP,0.0,29.853,29.863,M
MAE,Madera,2023-09-26 19:00,79,54,6,330,332,7,0.076,D,M,M,M,M,NP,0.0,29.842,29.852,M
MAE,Madera,2023-09-26 20:00,82,56,4,270,251,6,0.074,D,M,M,M,M,NP,0.0,29.82,29.829,M
MAE,Madera,2023-09-26 21:00,83,55,6,294,306,7,0.077,D,M,M,M,M,NP,0.0,29.791,29.801,M
MAE,Madera,2023-09-26 22:00,85,55,7,287,295,11,0.089,D,M,M,M,M,NP,0.0,29.767,29.777,M
MAE,Madera,2023-09-26 23:00,85,54,9,287,271,12,0.067,D,M,M,M,M,NP,0.0,29.751,29.761,M
MAE,Madera,2023-09-27 00:00,84,56,8,302,298,11,0.075,D,M,M,M,M,NP,0.0,29.744,29.753,M
MAE,Madera,2023-09-27 01:00,82,57,9,310,293,12,0.066,D,M,M,M,M,NP,0.0,29.735,29.744,M
MAE,Madera,2023-09-27 12:00,57,51,5,294,289,7,0.08,N,M,M,M,M,NP,0.0,29.765,29.775,M
MAE,Madera,2023-09-27 13:00,55,51,4,300,305,5,0.115,N,M,M,M,M,NP,0.0,29.765,29.775,M
MAE,Madera,2023-09-27 14:00,54,51,4,286,291,5,0.127,D,M,M,M,M,NP,0.0,29.768,29.778,M
MAE,Madera,2023-09-27 15:00,61,53,5,315,312,7,0.136,D,M,M,M,M,NP,0.0,29.777,29.787,M
MAE,Madera,2023-09-27 16:00,66,52,10,319,323,13,0.106,D,M,M,M,M,NP,0.0,29.776,29.786,M
MAE,Madera,2023-09-27 17:00,71,52,9,317,295,12,0.093,D,M,M,M,M,NP,0.0,29.771,29.78,M
MAE,Madera,2023-09-27 18:00,75,51,11,320,314,15,0.091,D,M,M,M,M,NP,0.0,29.758,29.768,M
MAE,Madera,2023-09-27 19:00,77,51,8,310,312,11,0.092,D,M,M,M,M,NP,0.0,29.743,29.752,M
MAE,Madera,2023-09-27 20:00,82,51,8,315,306,10,0.088,D,M,M,M,M,NP,0.0,29.717,29.726,M
MAE,Madera,2023-09-27 21:00,84,50,8,290,301,11,0.087,D,M,M,M,M,NP,0.0,29.693,29.702,M
MAE,Madera,2023-09-27 22:00,85,49,10,325,330,14,0.08,D,M,M,M,M,NP,0.0,29.666,29.675,M
MAE,Madera,2023-09-27 23:00,86,49,11,297,299,15,0.098,D,M,M,M,M,NP,0.0,29.647,29.656,M
MAE,Madera,2023-09-28 00:00,83,50,9,295,292,13,0.103,D,M,M,M,M,NP,0.0,29.636,29.645,M
MAE,Madera,2023-09-28 01:00,81,50,9,295,282,12,0.097,D,M,M,M,M,NP,0.0,29.634,29.644,M
MAE,Madera,2023-09-28 02:00,75,49,6,297,299,7,0.111,D,M,M,M,M,NP,0.0,29.64,29.65,M
MAE,Madera,2023-09-28 03:00,67,48,3,284,285,4,0.109,N,M,M,M,M,NP,0.0,29.645,29.654,M
MAE,Madera,2023-09-28 04:00,66,49,3,291,293,4,0.11,N,M,M,M,M,NP,0.0,29.649,29.659,M
MAE,Madera,2023-09-28 05:00,62,48,4,270,270,4,0.1,N,M,M,M,M,NP,0.0,29.655,29.664,M
MAE,Madera,2023-09-28 06:00,66,48,6,309,299,8,0.086,N,M,M,M,M,NP,0.0,29.656,29.665,M
MAE,Madera,2023-09-28 07:00,66,52,6,298,309,8,0.076,N,M,M,M,M,NP,0.0,29.656,29.666,M
MAE,Madera,2023-09-28 08:00,63,53,4,310,307,5,0.075,N,M,M,M,M,NP,0.0,29.647,29.656,M
MAE,Madera,2023-09-28 09:00,60,53,4,285,283,5,0.096,N,M,M,M,M,NP,0.0,29.643,29.653,M
MAE,Madera,2023-09-28 10:00,59,53,5,292,295,5,0.111,N,M,M,M,M,NP,0.0,29.635,29.645,M
MAE,Madera,2023-09-28 11:00,59,54,5,294,303,6,0.09,N,M,M,M,M,NP,0.0,29.632,29.641,M
MAE,Madera,2023-09-28 12:00,56,53,5,299,301,6,0.137,N,M,M,M,M,NP,0.0,29.637,29.646,M
MAE,Madera,2023-09-28 13:00,55,52,4,287,288,6,0.113,N,M,M,M,M,NP,0.0,29.639,29.649,M
MAE,Madera,2023-09-28 14:00,53,50,4,277,276,5,0.159,D,M,M,M,M,NP,0.0,29.636,29.646,M
MAE,Madera,2023-09-28 15:00,57,53,3,268,275,4,0.122,D,M,M,M,M,NP,0.0,29.647,29.656,M
MAE,Madera,2023-09-28 16:00,66,53,9,313,316,11,0.094,D,M,M,M,M,NP,0.0,29.653,29.663,M
MAE,Madera,2023-09-28 17:00,70,53,10,326,330,12,0.091,D,M,M,M,M,NP,0.0,29.657,29.666,M
MAE,Madera,2023-09-28 18:00,72,54,6,321,329,9,0.11,D,M,M,M,M,NP,0.0,29.653,29.662,M
MAE,Madera,2023-09-28 19:00,77,55,5,308,284,10,0.129,D,M,M,M,M,NP,0.0,29.635,29.645,M
MAE,Madera,2023-09-28 20:00,80,55,9,301,311,13,0.122,D,M,M,M,M,NP,0.0,29.613,29.622,M
MAE,Madera,2023-09-28 21:00,83,54,8,300,299,12,0.11,D,M,M,M,M,NP,0.0,29.589,29.599,M
MAE,Madera,2023-09-28 22:00,86,55,8,294,270,12,0.101,D,M,M,M,M,NP,0.0,29.57,29.579,M
MAE,Madera,2023-09-28 23:00,85,53,8,310,302,11,0.094,D,M,M,M,M,NP,0.0,29.552,29.561,M
MAE,Madera,2023-09-29 00:00,84,50,10,300,299,14,0.08,D,M,M,M,M,NP,0.0,29.548,29.557,M
MAE,Madera,2023-09-29 01:00,82,49,8,310,318,11,0.072,D,M,M,M,M,NP,0.0,29.549,29.559,M
MAE,Madera,2023-09-29 02:00,74,49,5,286,287,7,0.104,N,M,M,M,M,NP,0.0,29.547,29.556,M
MAE,Madera,2023-09-29 03:00,71,49,6,299,290,8,0.208,N,M,M,M,M,NP,0.0,29.555,29.564,M
MAE,Madera,2023-09-29 04:00,66,48,2,302,302,3,0.187,N,M,M,M,M,NP,0.0,29.553,29.562,M
MAE,Madera,2023-09-29 05:00,63,48,3,271,277,4,0.116,N,M,M,M,M,NP,0.0,29.56,29.569,M
MAE,Madera,2023-09-29 06:00,62,49,2,325,325,2,0.153,N,M,M,M,M,NP,0.0,29.562,29.571,M
MAE,Madera,2023-09-29 07:00,59,49,5,301,301,5,0.143,N,M,M,M,M,NP,0.0,29.555,29.564,M
MAE,Madera,2023-09-29 08:00,59,48,4,302,301,5,0.13,N,M,M,M,M,NP,0.0,29.555,29.564,M
MAE,Madera,2023-09-29 09:00,60,49,3,338,332,4,0.105,N,M,M,M,M,NP,0.0,29.555,29.565,M
MAE,Madera,2023-09-29 10:00,59,49,2,8,14,3,0.103,N,M,M,M,M,NP,0.0,29.549,29.559,M
MAE,Madera,2023-09-29 11:00,56,48,1,31,31,1,0.11,N,M,M,M,M,NP,0.0,29.542,29.551,M
MAE,Madera,2023-09-29 12:00,55,47,3,99,108,3,0.109,N,M,M,M,M,NP,0.0,29.535,29.545,M
MAE,Madera,2023-09-29 13:00,54,47,2,153,147,2,0.109,N,M,M,M,M,NP,0.0,29.537,29.547,M
MAE,Madera,2023-09-29 14:00,55,49,2,79,76,2,0.161,D,M,M,M,M,NP,0.0,29.542,29.552,M
MAE,Madera,2023-09-29 15:00,61,50,1,49,40,2,0.124,D,M,M,M,M,NP,0.0,29.553,29.563,M
MAE,Madera,2023-09-29 16:00,68,50,1,347,29,3,0.095,D,M,M,M,M,NP,0.0,29.568,29.578,M
MAE,Madera,2023-09-29 17:00,73,50,2,292,308,4,0.1,D,M,M,M,M,NP,0.0,29.567,29.576,M
MAE,Madera,2023-09-29 18:00,79,50,4,313,308,8,0.072,D,M,M,M,M,NP,0.0,29.562,29.571,M
MAE,Madera,2023-09-29 19:00,80,50,M,M,M,M,0.102,D,M,M,M,M,NP,0.0,29.547,29.556,M
MAE,Madera,2023-09-29 20:00,82,49,2,11,17,3,0.1,D,M,M,M,M,NP,0.0,29.522,29.531,M
MAE,Madera,2023-09-29 21:00,85,50,7,261,241,12,0.085,D,M,M,M,M,NP,0.0,29.504,29.513,M
MAE,Madera,2023-09-29 22:00,85,50,9,252,258,11,0.072,D,M,M,M,M,NP,0.0,29.488,29.498,M
MAE,Madera,2023-09-29 23:00,86,51,7,294,288,12,0.06,D,M,M,M,M,NP,0.0,29.476,29.485,M
MAE,Madera,2023-09-30 00:00,83,52,8,290,297,10,0.085,D,M,M,M,M,NP,0.0,29.47,29.479,M
MAE,Madera,2023-09-30 01:00,81,55,11,283,279,20,0.092,D,M,M,M,M,NP,0.0,29.467,29.477,M
MAE,Madera,2023-09-30 02:00,73,57,13,284,287,16,0.147,N,M,M,M,M,NP,0.0,29.47,29.479,M
MAE,Madera,2023-09-30 03:00,72,57,6,312,299,8,0.146,N,M,M,M,M,NP,0.0,29.469,29.478,M
MAE,Madera,2023-09-30 04:00,68,56,10,291,296,16,0.07,N,M,M,M,M,NP,0.0,29.481,29.49,M
MAE,Madera,2023-09-30 05:00,66,56,8,287,271,10,0.077,N,M,M,M,M,NP,0.0,29.484,29.494,M
MAE,Madera,2023-09-30 06:00,64,56,8,292,290,11,0.06,N,M,M,M,M,NP,0.0,29.488,29.498,M
MAE,Madera,2023-09-30 07:00,63,56,8,297,290,11,0.06,N,M,M,M,M,NP,0.0,29.496,29.505,M
MAE,Madera,2023-09-30 08:00,62,56,8,302,302,11,0.05,N,M,M,M,M,NP,0.0,29.494,29.504,M
MAE,Madera,2023-09-30 09:00,59,54,5,311,317,7,0.05,N,M,M,M,M,NP,0.0,29.506,29.515,M
MAE,Madera,2023-09-30 10:00,58,52,6,335,339,8,0.056,N,M,M,M,M,NP,0.0,29.501,29.511,M
MAE,Madera,2023-09-30 11:00,57,52,6,334,330,7,0.069,N,M,M,M,M,NP,0.0,29.508,29.518,M
MAE,Madera,2023-09-30 12:00,55,51,4,275,275,5,0.077,N,M,M,M,M,NP,0.0,29.509,29.519,M
MAE,Madera,2023-09-30 13:00,57,52,5,263,264,5,0.082,N,M,M,M,M,NP,0.0,29.511,29.521,M
MAE,Madera,2023-09-30 14:00,55,50,3,72,64,3,0.068,D,M,M,M,M,NP,0.0,29.526,29.536,M
MAE,Madera,2023-09-30 15:00,60,53,1,226,228,2,0.057,D,M,M,M,M,NP,0.0,29.534,29.543,M
MAE,Madera,2023-09-30 16:00,59,56,6,250,252,8,0.247,D,M,M,M,M,R-,0.0,29.549,29.558,M
MAE,Madera,2023-09-30 17:00,60,57,5,233,228,7,0.716,D,M,M,M,M,R-,0.0,29.559,29.568,M
MAE,Madera,2023-09-30 18:00,61,57,5,180,183,5,0.05,D,M,M,M,M,NP,0.0,29.56,29.57,M
MAE,Madera,2023-09-30 19:00,64,57,5,146,152,7,0.05,D,M,M,M,M,NP,0.0,29.551,29.561,M
MAE,Madera,2023-09-30 20:00,69,56,5,166,173,7,0.05,D,M,M,M,M,NP,0.0,29.539,29.548,M
MAE,Madera,2023-09-30 21:00,72,53,2,219,142,6,0.05,D,M,M,M,M,NP,0.0,29.517,29.526,M
MAE,Madera,2023-09-30 22:00,70,53,3,106,108,4,0.05,D,M,M,M,M,NP,0.0,29.503,29.512,M
MAE,Madera,2023-09-30 23:00,72,52,3,234,257,3,0.05,D,M,M,M,M,NP,0.0,29.491,29.501,M
MAE,Madera,2023-10-01 00:00,72,52,3,148,212,6,0.05,D,M,M,M,M,NP,0.0,29.484,29.493,M
MAE,Madera,2023-10-01 01:00,71,48,9,286,294,12,0.053,D,M,M,M,M,NP,0.0,29.487,29.496,M
MAE,Madera,2023-10-01 02:00,65,51,9,321,325,12,0.079,N,M,M,M,M,NP,0.0,29.496,29.505,M
MAE,Madera,2023-10-01 03:00,61,50,6,323,323,8,0.095,N,M,M,M,M,NP,0.0,29.504,29.513,M
MAE,Madera,2023-10-01 04:00,59,50,5,311,312,7,0.087,N,M,M,M,M,NP,0.0,29.513,29.522,M
MAE,Madera,2023-10-01 07:00,55,49,2,318,318,2,0.12,N,M,M,M,M,NP,0.0,29.524,29.533,M
MAE,Madera,2023-10-01 08:00,52,48,3,9,15,3,0.118,N,M,M,M,M,NP,0.0,29.525,29.535,M
MAE,Madera,2023-10-01 09:00,51,47,2,336,341,3,0.144,N,M,M,M,M,NP,0.0,29.534,29.544,M
MAE,Madera,2023-10-01 10:00,52,48,3,341,340,4,0.161,N,M,M,M,M,NP,0.0,29.534,29.543,M
MAE,Madera,2023-10-01 11:00,52,48,2,4,349,3,0.135,N,M,M,M,M,NP,0.0,29.537,29.547,M
MAE,Madera,2023-10-01 12:00,56,51,2,360,352,2,0.132,N,M,M,M,M,NP,0.0,29.543,29.552,M
MAE,Madera,2023-10-01 13:00,57,51,2,54,56,3,0.129,N,M,M,M,M,NP,0.0,29.556,29.565,M
MAE,Madera,2023-10-01 14:00,57,51,1,60,53,2,0.098,D,M,M,M,M,NP,0.0,29.57,29.58,M
MAE,Madera,2023-10-01 15:00,58,51,3,88,88,3,0.11,D,M,M,M,M,NP,0.0,29.595,29.605,M
MAE,Madera,2023-10-01 16:00,61,52,3,142,153,4,0.132,D,M,M,M,M,NP,0.0,29.609,29.619,M
MAE,Madera,2023-10-01 17:00,64,52,2,116,129,2,0.112,D,M,M,M,M,NP,0.0,29.618,29.628,M
MAE,Madera,2023-10-01 18:00,67,54,3,273,275,6,0.132,D,M,M,M,M,NP,0.0,29.619,29.628,M
MAE,Madera,2023-10-01 19:00,69,54,7,255,249,8,0.121,D,M,M,M,M,NP,0.0,29.617,29.627,M
MAE,Madera,2023-10-01 20:00,69,54,6,263,268,10,0.095,D,M,M,M,M,NP,0.0,29.613,29.623,M
MAE,Madera,2023-10-01 21:00,70,54,7,275,274,8,0.085,D,M,M,M,M,NP,0.0,29.6,29.609,M
MAE,Madera,2023-10-01 22:00,72,52,3,319,329,5,0.056,D,M,M,M,M,NP,0.0,29.594,29.604,M
MAE,Madera,2023-10-01 23:00,75,53,7,283,282,10,0.064,D,M,M,M,M,NP,0.0,29.587,29.596,M
MAE,Madera,2023-10-02 00:00,72,52,3,249,243,4,0.061,D,M,M,M,M,NP,0.0,29.593,29.602,M
MAE,Madera,2023-10-02 01:00,72,52,4,273,263,5,0.067,D,M,M,M,M,NP,0.0,29.595,29.605,M
MAE,Madera,2023-10-02 02:00,66,52,4,265,265,4,0.06,N,M,M,M,M,NP,0.0,29.613,29.622,M
MAE,Madera,2023-10-02 03:00,62,49,2,258,263,3,0.064,N,M,M,M,M,NP,0.0,29.624,29.633,M
MAE,Madera,2023-10-02 04:00,61,52,3,308,308,3,0.067,N,M,M,M,M,NP,0.0,29.637,29.646,M
MAE,Madera,2023-10-02 05:00,59,51,4,287,287,5,0.084,N,M,M,M,M,NP,0.0,29.644,29.653,M
MAE,Madera,2023-10-02 06:00,59,51,2,267,266,2,0.088,N,M,M,M,M,NP,0.0,29.657,29.666,M
MAE,Madera,2023-10-02 07:00,59,50,4,314,321,5,0.093,N,M,M,M,M,NP,0.0,29.653,29.662,M
MAE,Madera,2023-10-02 08:00,59,50,6,293,296,7,0.096,N,M,M,M,M,NP,0.0,29.663,29.672,M
MAE,Madera,2023-10-02 09:00,57,49,2,296,293,3,0.133,N,M,M,M,M,NP,0.0,29.671,29.681,M
MAE,Madera,2023-10-02 10:00,55,49,5,273,276,5,0.13,N,M,M,M,M,NP,0.0,29.674,29.683,M
MAE,Madera,2023-10-02 11:00,55,50,4,281,286,5,0.127,N,M,M,M,M,NP,0.0,29.669,29.679,M
MAE,Madera,2023-10-02 12:00,54,49,4,278,279,4,0.126,N,M,M,M,M,NP,0.0,29.669,29.679,M
MAE,Madera,2023-10-02 13:00,55,49,2,56,37,3,0.112,N,M,M,M,M,NP,0.0,29.682,29.692,M
MAE,Madera,2023-10-02 14:00,53,48,3,296,297,4,0.126,D,M,M,M,M,NP,0.0,29.696,29.705,M
MAE,Madera,2023-10-02 15:00,59,49,1,299,284,2,0.095,D,M,M,M,M,NP,0.0,29.719,29.729,M
MAE,Madera,2023-10-02 16:00,64,49,3,314,317,4,0.084,D,M,M,M,M,NP,0.0,29.726,29.736,M
MAE,Madera,2023-10-02 17:00,68,50,3,304,319,7,0.113,D,M,M,M,M,NP,0.0,29.74,29.75,M
MAE,Madera,2023-10-02 18:00,73,48,8,309,308,10,0.069,D,M,M,M,M,NP,0.0,29.746,29.755,M
MAE,Madera,2023-10-02 19:00,76,48,3,348,357,6,0.087,D,M,M,M,M,NP,0.0,29.742,29.752,M
MAE,Madera,2023-10-02 20:00,77,49,6,261,236,10,0.075,D,M,M,M,M,NP,0.0,29.737,29.747,M
MAE,Madera,2023-10-02 21:00,78,47,8,262,255,11,0.071,D,M,M,M,M,NP,0.0,29.726,29.736,M
MAE,Madera,2023-10-02 22:00,79,46,8,299,307,9,0.072,D,M,M,M,M,NP,0.0,29.719,29.729,M
MAE,Madera,2023-10-02 23:00,79,45,6,329,314,8,0.063,D,M,M,M,M,NP,0.0,29.71,29.72,M
MAE,Madera,2023-10-03 00:00,79,44,5,305,302,8,0.064,D,M,M,M,M,NP,0.0,29.703,29.713,M
MAE,Madera,2023-10-03 01:00,77,45,7,290,290,8,0.063,D,M,M,M,M,NP,0.0,29.695,29.704,M
MAE,Madera,2023-10-03 02:00,70,46,4,294,294,4,0.198,N,M,M,M,M,NP,0.0,29.696,29.705,M
MAE,Madera,2023-10-03 03:00,67,46,4,306,302,5,0.116,N,M,M,M,M,NP,0.0,29.707,29.717,M
MAE,Madera,2023-10-03 04:00,63,47,4,301,303,5,0.098,N,M,M,M,M,NP,0.0,29.713,29.722,M
MAE,Madera,2023-10-03 05:00,60,46,2,233,227,3,0.088,N,M,M,M,M,NP,0.0,29.72,29.73,M
MAE,Madera,2023-10-03 06:00,58,46,1,356,3,1,0.092,N,M,M,M,M,NP,0.0,29.733,29.743,M
MAE,Madera,2023-10-03 07:00,57,47,5,251,255,5,0.102,N,M,M,M,M,NP,0.0,29.737,29.746,M
MAE,Madera,2023-10-03 08:00,57,46,3,277,273,4,0.1,N,M,M,M,M,NP,0.0,29.741,29.751,M
MAE,Madera,2023-10-03 09:00,55,46,2,281,283,2,0.102,N,M,M,M,M,NP,0.0,29.74,29.749,M
MAE,Madera,2023-10-03 10:00,53,45,3,261,261,3,0.103,N,M,M,M,M,NP,0.0,29.737,29.746,M
MAE,Madera,2023-10-03 11:00,55,46,3,78,77,3,0.123,N,M,M,M,M,NP,0.0,29.734,29.743,M
MAE,Madera,2023-10-03 12:00,54,45,1,73,70,2,0.113,N,M,M,M,M,NP,0.0,29.736,29.745,M
MAE,Madera,2023-10-03 13:00,52,45,2,97,97,2,0.129,N,M,M,M,M,NP,0.0,29.732,29.742,M
MAE,Madera,2023-10-03 14:00,55,46,3,72,75,4,0.101,D,M,M,M,M,NP,0.0,29.747,29.756,M
MAE,Madera,2023-10-03 15:00,60,49,3,83,85,4,0.098,D,M,M,M,M,NP,0.0,29.755,29.764,M
MAE,Madera,2023-10-03 16:00,67,51,5,108,100,10,0.086,D,M,M,M,M,NP,0.0,29.757,29.767,M
MAE,Madera,2023-10-03 17:00,70,52,6,147,152,8,0.148,D,M,M,M,M,NP,0.0,29.756,29.766,M
MAE,Madera,2023-10-03 18:00,73,51,4,159,144,7,0.128,D,M,M,M,M,NP,0.0,29.749,29.758,M
MAE,Madera,2023-10-03 19:00,77,49,4,162,170,6,0.085,D,M,M,M,M,NP,0.0,29.734,29.743,M
MAE,Madera,2023-10-03 20:00,80,47,2,101,114,4,0.072,D,M,M,M,M,NP,0.0,29.716,29.726,M
MAE,Madera,2023-10-03 21:00,81,45,2,314,346,5,0.069,D,M,M,M,M,?1,0.0,29.681,29.691,M
MAE,Madera,2023-10-03 22:00,83,45,4,245,248,6,0.07,D,M,M,M,M,NP,0.0,29.661,29.67,M
MAE,Madera,2023-10-03 23:00,84,46,4,278,270,5,0.069,D,M,M,M,M,NP,0.0,29.643,29.652,M
MAE,Madera,2023-10-04 00:00,83,46,3,265,269,5,0.079,D,M,M,M,M,NP,0.0,29.634,29.644,M
MAE,Madera,2023-10-04 01:00,81,46,3,326,328,4,0.09,D,M,M,M,M,NP,0.0,29.618,29.627,M
MAE,Madera,2023-10-04 02:00,76,47,3,336,338,3,0.109,N,M,M,M,M,NP,0.0,29.618,29.628,M
