dataid,localminute,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,wellpump1,winecooler1,leg1v,leg2v
5679,2019-06-24 16:41:00-05,1.4,,,,,,,0.0,,,,,,0.005,,,,,,,,,,,,0.147,,0.005,,2.712,,,,,,,,,1.658,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,0.913,,,,,,,,,,118.261,121.102
5679,2019-06-24 16:40:00-05,1.446,,,,,,,0.0,,,,,,0.005,,,,,,,,,,,,0.18,,0.005,,2.545,,,,,,,,,1.401,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,0.905,,,,,,,,,,118.894,120.985
5679,2019-06-24 16:39:00-05,1.507,,,,,,,0.001,,,,,,0.005,,,,,,,,,,,,0.215,,0.005,,2.602,,,,,,,,,1.338,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,0.889,,,,,,,,,,118.933,120.906
5679,2019-06-24 16:38:00-05,1.563,,,,,,,0.001,,,,,,0.005,,,,,,,,,,,,0.245,,0.005,,1.74,,,,,,,,,0.464,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,0.865,,,,,,,,,,119.921,120.431
5679,2019-06-24 16:37:00-05,1.567,,,,,,,0.001,,,,,,0.005,,,,,,,,,,,,0.257,,0.005,,1.485,,,,,,,,,0.196,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,0.839,,,,,,,,,,119.905,120.281
5679,2019-06-24 16:36:00-05,1.596,,,,,,,0.001,,,,,,0.005,,,,,,,,,,,,0.263,,0.005,,1.551,,,,,,,,,0.195,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,0.818,,,,,,,,,,119.954,120.207
5679,2019-06-24 16:35:00-05,1.587,,,,,,,0.001,,,,,,0.006,,,,,,,,,,,,0.268,,0.005,,1.592,,,,,,,,,0.195,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,120.266,120.002
5679,2019-06-24 16:34:00-05,1.601,,,,,,,0.001,,,,,,0.006,,,,,,,,,,,,0.275,,0.005,,1.592,,,,,,,,,0.195,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,0.784,,,,,,,,,,120.4,119.939
5679,2019-06-24 16:33:00-05,1.625,,,,,,,0.001,,,,,,0.006,,,,,,,,,,,,0.3,,0.005,,1.709,,,,,,,,,0.195,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,0.764,,,,,,,,,,120.364,119.793
5679,2019-06-24 16:32:00-05,1.617,,,,,,,0.001,,,,,,0.006,,,,,,,,,,,,0.284,,0.005,,1.72,,,,,,,,,0.196,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,120.113,119.831
5679,2019-06-24 16:31:00-05,1.632,,,,,,,0.001,,,,,,0.076,,,,,,,,,,,,0.284,,0.005,,1.826,,,,,,,,,0.196,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,0.716,,,,,,,,,,119.817,119.764
5679,2019-06-24 16:30:00-05,1.628,,,,,,,0.002,,,,,,1.046,,,,,,,,,,,,0.283,,0.005,,2.822,,,,,,,,,0.195,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,0.694,,,,,,,,,,119.454,119.406
5679,2019-06-24 16:29:00-05,1.633,,,,,,,0.002,,,,,,1.213,,,,,,,,,,,,0.281,,0.006,,3.006,,,,,,,,,0.195,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,0.678,,,,,,,,,,119.554,119.27
5679,2019-06-24 16:28:00-05,1.632,,,,,,,0.002,,,,,,1.446,,,,,,,,,,,,0.278,,0.006,,3.25,,,,,,,,,0.195,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,,,,,,,,,,119.668,119.147
5679,2019-06-24 16:27:00-05,1.604,,,,,,,0.002,,,,,,1.761,,,,,,,,,,,,0.269,,0.006,,3.53,,,,,,,,,0.195,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,0.661,,,,,,,,,,119.486,119.024
5679,2019-06-24 16:26:00-05,1.624,,,,,,,0.003,,,,,,2.287,,,,,,,,,,,,0.26,,0.006,,4.133,,,,,,,,,0.194,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,119.015,118.909
5679,2019-06-24 16:25:00-05,1.584,,,,,,,0.003,,,,,,3.01,,,,,,,,,,,,0.254,,0.006,,4.875,,,,,,,,,0.194,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,0.668,,,,,,,,,,118.308,118.623
5679,2019-06-24 16:24:00-05,1.577,,,,,,,0.004,,,,,,4.013,,,,,,,,,,,,0.245,,0.006,,5.849,,,,,,,,,0.193,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,0.682,,,,,,,,,,117.914,118.321
5679,2019-06-24 16:23:00-05,1.574,,,,,,,0.005,,,,,,6.039,,,,,,,,,,,,0.235,,0.006,,7.845,,,,,,,,,0.193,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,117.308,117.684
5679,2019-06-24 16:22:00-05,1.553,,,,,,,0.005,,,,,,6.761,,,,,,,,,,,,0.224,,0.006,,8.386,,,,,,,,,0.194,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,117.34,117.455
5679,2019-06-24 16:21:00-05,1.53,,,,,,,0.005,,,,,,6.806,,,,,,,,,,,,0.217,,0.006,,8.386,,,,,,,,,0.19,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,0.735,,,,,,,,,,117.415,117.594
5679,2019-06-24 16:20:00-05,1.516,,,,,,,0.005,,,,,,6.805,,,,,,,,,,,,0.21,,0.006,,8.35,,,,,,,,,0.19,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,0.744,,,,,,,,,,117.477,117.586
5679,2019-06-24 16:19:00-05,1.516,,,,,,,0.005,,,,,,6.794,,,,,,,,,,,,0.201,,0.006,,8.331,,,,,,,,,0.196,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,0.751,,,,,,,,,,117.473,117.591
5679,2019-06-24 16:18:00-05,1.523,,,,,,,0.005,,,,,,6.785,,,,,,,,,,,,0.192,,0.006,,8.31,,,,,,,,,0.192,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,0.759,,,,,,,,,,117.412,117.559
5679,2019-06-24 16:17:00-05,1.542,,,,,,,0.005,,,,,,6.775,,,,,,,,,,,,0.181,,0.006,,8.293,,,,,,,,,0.189,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,0.772,,,,,,,,,,117.459,117.621
5679,2019-06-24 16:16:00-05,1.506,,,,,,,0.005,,,,,,6.764,,,,,,,,,,,,0.171,,0.006,,8.268,,,,,,,,,0.194,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,0.791,,,,,,,,,,117.45,117.708
5679,2019-06-24 16:15:00-05,1.488,,,,,,,0.006,,,,,,6.806,,,,,,,,,,,,0.159,,0.006,,8.573,,,,,,,,,0.195,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,0.815,,,,,,,,,,117.115,117.932
5679,2019-06-24 16:14:00-05,1.48,,,,,,,0.005,,,,,,6.811,,,,,,,,,,,,0.154,,0.006,,8.328,,,,,,,,,0.197,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,0.849,,,,,,,,,,117.281,118.003
5679,2019-06-24 16:13:00-05,1.445,,,,,,,0.005,,,,,,6.801,,,,,,,,,,,,0.142,,0.006,,8.177,,,,,,,,,0.195,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,117.314,117.964
5679,2019-06-24 16:12:00-05,1.402,,,,,,,0.005,,,,,,6.79,,,,,,,,,,,,0.15,,0.006,,8.289,,,,,,,,,0.195,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,117.219,118.169
5679,2019-06-24 16:11:00-05,1.381,,,,,,,0.005,,,,,,6.822,,,,,,,,,,,,0.118,,0.006,,7.926,,,,,,,,,0.196,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,117.586,118.075
5679,2019-06-24 16:10:00-05,1.385,,,,,,,0.005,,,,,,6.837,,,,,,,,,,,,0.106,,0.006,,8.257,,,,,,,,,0.196,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,1.001,,,,,,,,,,117.195,118.308
5679,2019-06-24 16:09:00-05,1.365,,,,,,,0.005,,,,,,6.827,,,,,,,,,,,,0.1,,0.006,,8.03,,,,,,,,,0.197,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,1.026,,,,,,,,,,117.321,118.224
5679,2019-06-24 16:08:00-05,1.335,,,,,,,0.005,,,,,,6.817,,,,,,,,,,,,0.094,,0.006,,8.156,,,,,,,,,0.196,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,1.039,,,,,,,,,,116.928,118.333
5679,2019-06-24 16:07:00-05,1.314,,,,,,,0.005,,,,,,6.807,,,,,,,,,,,,0.091,,0.006,,8.019,,,,,,,,,0.189,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,1.045,,,,,,,,,,117.156,118.346
5679,2019-06-24 16:06:00-05,1.3,,,,,,,0.005,,,,,,6.796,,,,,,,,,,,,0.089,,0.006,,7.922,,,,,,,,,0.189,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,1.044,,,,,,,,,,117.328,118.159
5679,2019-06-24 16:05:00-05,1.273,,,,,,,0.005,,,,,,6.787,,,,,,,,,,,,0.086,,0.006,,7.908,,,,,,,,,0.189,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,1.043,,,,,,,,,,117.325,118.149
5679,2019-06-24 16:04:00-05,1.23,,,,,,,0.005,,,,,,6.777,,,,,,,,,,,,0.081,,0.006,,7.773,,,,,,,,,0.19,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,117.44,118.124
5679,2019-06-24 16:03:00-05,1.203,,,,,,,0.005,,,,,,6.767,,,,,,,,,,,,0.074,,0.006,,7.804,,,,,,,,,0.189,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,117.492,118.267
5679,2019-06-24 16:02:00-05,1.187,,,,,,,0.005,,,,,,6.757,,,,,,,,,,,,0.071,,0.006,,7.486,,,,,,,,,0.19,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,1.093,,,,,,,,,,117.782,118.128
5679,2019-06-24 16:01:00-05,1.182,,,,,,,0.005,,,,,,6.818,,,,,,,,,,,,0.068,,0.006,,7.529,,,,,,,,,0.19,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,1.108,,,,,,,,,,117.94,118.066
5679,2019-06-24 16:00:00-05,1.17,,,,,,,0.005,,,,,,6.843,,,,,,,,,,,,0.065,,0.006,,7.863,,,,,,,,,0.19,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,1.132,,,,,,,,,,117.636,118.187
5058,2019-06-24 16:59:00-05,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,-0.522,,,,-0.001,,0.042,,,,,,,,,,,,,,0.03,,,-0.001,,,,,,,0.0,0.0,,,,,0.691,,,,,,,,,,121.746,121.728
4283,2019-06-24 16:42:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.004,,,,,,,0.927,,,,,,,,,0.005,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.725,121.898
4283,2019-06-24 16:41:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.004,,,,,,,0.922,,,,,,,,,0.005,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.734,121.9
4283,2019-06-24 16:40:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.004,,,,,,,0.929,,,,,,,,,0.005,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.836,122.012
4283,2019-06-24 16:39:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.004,,,,,,,0.936,,,,,,,,,0.005,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.85,122.034
4283,2019-06-24 16:38:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.004,,,,,,,0.907,,,,,,,,,0.005,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.788,122.02
4283,2019-06-24 16:37:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.004,,,,,,,0.779,,,,,,,,,0.005,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.754,121.871
4283,2019-06-24 16:36:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.005,,,,,,,0.772,,,,,,,,,0.005,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.864,121.846
4283,2019-06-24 16:35:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.005,,,,,,,0.772,,,,,,,,,0.005,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.689,121.838
4283,2019-06-24 16:34:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.005,,,,,,,0.779,,,,,,,,,0.005,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.775,121.769
4283,2019-06-24 16:33:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.006,,,,,,,0.788,,,,,,,,,0.005,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.809,121.815
4283,2019-06-24 16:32:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.006,,,,,,,0.787,,,,,,,,,0.005,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.763,121.722
4283,2019-06-24 16:31:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.006,,,,,,,0.867,,,,,,,,,0.005,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.7,121.724
4283,2019-06-24 16:30:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.006,,,,,,,0.96,,,,,,,,,0.005,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.549,121.572
4283,2019-06-24 16:29:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.007,,,,,,,0.98,,,,,,,,,0.005,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.552,121.357
4283,2019-06-24 16:28:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.007,,,,,,,0.98,,,,,,,,,0.005,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.557,121.355
4283,2019-06-24 16:27:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.007,,,,,,,1.031,,,,,,,,,0.005,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.492,121.534
4283,2019-06-24 16:26:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.008,,,,,,,1.029,,,,,,,,,0.005,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.536,121.587
4283,2019-06-24 16:25:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.008,,,,,,,1.023,,,,,,,,,0.005,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.417,121.468
4283,2019-06-24 16:24:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.003,,,,,,,1.018,,,,,,,,,0.005,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.485,121.555
4283,2019-06-24 16:23:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,1.016,,,,,,,,,0.005,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.42,121.59
4283,2019-06-24 16:22:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,1.018,,,,,,,,,0.005,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.512,121.716
4283,2019-06-24 16:21:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,1.019,,,,,,,,,0.005,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.533,121.741
4283,2019-06-24 16:20:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,1.02,,,,,,,,,0.005,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.589,121.822
4283,2019-06-24 16:19:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,1.022,,,,,,,,,0.005,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.646,121.898
4283,2019-06-24 16:18:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.008,,,,,,,1.031,,,,,,,,,0.005,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.672,121.948
4283,2019-06-24 16:17:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.27,,,,,,,1.283,,,,,,,,,0.005,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,122.216,122.046
4283,2019-06-24 16:16:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.271,,,,,,,1.284,,,,,,,,,0.005,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,122.254,122.101
4283,2019-06-24 16:15:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.271,,,,,,,1.286,,,,,,,,,0.005,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,122.273,122.125
4283,2019-06-24 16:14:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.27,,,,,,,1.286,,,,,,,,,0.005,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,122.363,122.207
4283,2019-06-24 16:13:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.432,,,,,,,1.448,,,,,,,,,0.005,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,122.346,122.196
4283,2019-06-24 16:12:00-05,,,,0.0,,,,,,,,,,,,0.001,0.0,,,,0.001,,1.989,,,,,,,2.999,,,,,,,,,0.005,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,121.8,121.623
4283,2019-06-24 16:11:00-05,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,0.001,,5.321,,,,,,,6.32,,,,,,,,,0.004,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,120.611,120.417
4283,2019-06-24 16:10:00-05,,,,0.001,,,,,,,,,,,,0.0,-0.001,,,,0.001,,5.319,,,,,,,6.318,,,,,,,,,0.004,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,120.544,120.344
4283,2019-06-24 16:09:00-05,,,,0.0,,,,,,,,,,,,0.0,-0.001,,,,0.001,,5.321,,,,,,,6.318,,,,,,,,,0.005,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,120.514,120.304
4283,2019-06-24 16:08:00-05,,,,0.0,,,,,,,,,,,,0.0,-0.001,,,,0.001,,5.12,,,,,,,6.116,,,,,,,,,0.005,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,120.555,120.33
4283,2019-06-24 16:07:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,1.011,,,,,,,,,0.005,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.781,121.825
4283,2019-06-24 16:06:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,1.004,,,,,,,,,0.005,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.74,121.778
4283,2019-06-24 16:05:00-05,,,,0.0,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,0.993,,,,,,,,,0.005,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.646,121.675
4283,2019-06-24 16:04:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,0.823,,,,,,,,,0.005,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.621,121.41
4283,2019-06-24 16:03:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,0.751,,,,,,,,,0.005,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.821,121.5
4283,2019-06-24 16:02:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,0.752,,,,,,,,,0.005,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.942,121.634
4283,2019-06-24 16:01:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,0.752,,,,,,,,,0.005,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.902,121.615
4283,2019-06-24 16:00:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.0,,,,,,,0.752,,,,,,,,,0.005,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.832,121.549
5058,2019-06-24 16:06:00-05,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,-0.586,,,,-0.001,,0.042,,,,,,,,,,,,,,0.03,,,-0.001,,,,,,,0.0,0.0,,,,,0.981,,,,,,,,,,121.56,121.732
5058,2019-06-24 16:05:00-05,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,-0.59,,,,-0.001,,0.042,,,,,,,,,,,,,,0.03,,,-0.001,,,,,,,0.0,0.0,,,,,0.991,,,,,,,,,,121.543,121.72
5058,2019-06-24 16:04:00-05,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,-0.45,,,,0.0,,0.042,,,,,,,,,,,,,,0.03,,,0.0,,,,,,,0.0,0.0,,,,,1.012,,,,,,,,,,121.415,121.683
5058,2019-06-24 16:03:00-05,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,-0.599,,,,-0.001,,0.042,,,,,,,,,,,,,,0.03,,,-0.001,,,,,,,0.0,0.0,,,,,0.997,,,,,,,,,,121.506,121.68
5058,2019-06-24 16:02:00-05,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,-0.669,,,,-0.001,,0.042,,,,,,,,,,,,,,0.03,,,-0.001,,,,,,,0.0,0.0,,,,,1.064,,,,,,,,,,121.559,121.731
5058,2019-06-24 16:01:00-05,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,-0.826,,,,-0.001,,0.042,,,,,,,,,,,,,,0.03,,,-0.001,,,,,,,0.0,-0.001,,,,,1.224,,,,,,,,,,121.536,121.712
5058,2019-06-24 16:00:00-05,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,-1.127,,,,-0.001,,0.043,,,,,,,,,,,,,,0.03,,,-0.002,,,,,,,0.0,-0.001,,,,,1.529,,,,,,,,,,121.575,121.754
4283,2019-06-24 16:59:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.003,,,,,,,0.91,,,,,,,,,0.005,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.637,121.628
4283,2019-06-24 16:58:00-05,,,,0.0,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.003,,,,,,,0.909,,,,,,,,,0.005,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,122.561,121.548
4283,2019-06-24 16:57:00-05,,,,0.0,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.208,,,,,,,1.107,,,,,,,,,0.005,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,122.205,121.596
4283,2019-06-24 16:56:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.279,,,,,,,1.176,,,,,,,,,0.005,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,122.095,121.634
4283,2019-06-24 16:55:00-05,,,,0.0,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.278,,,,,,,1.206,,,,,,,,,0.005,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,122.16,121.748
4283,2019-06-24 16:54:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.278,,,,,,,1.187,,,,,,,,,0.005,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,122.172,121.737
4283,2019-06-24 16:53:00-05,,,,0.001,,,,,,,,,,,,0.001,0.0,,,,0.001,,0.279,,,,,,,1.179,,,,,,,,,0.005,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,122.215,121.803
4283,2019-06-24 16:52:00-05,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,0.001,,3.828,,,,,,,4.72,,,,,,,,,0.005,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,120.923,120.575
4283,2019-06-24 16:51:00-05,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,0.001,,2.234,,,,,,,3.133,,,,,,,,,0.005,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,121.604,121.271
4283,2019-06-24 16:50:00-05,,,,0.0,,,,,,,,,,,,0.0,-0.001,,,,0.001,,5.317,,,,,,,6.214,,,,,,,,,0.005,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,120.508,120.182
4283,2019-06-24 16:49:00-05,,,,0.0,,,,,,,,,,,,0.0,-0.001,,,,0.001,,5.317,,,,,,,6.223,,,,,,,,,0.005,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,120.488,120.159
4283,2019-06-24 16:48:00-05,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,0.001,,5.073,,,,,,,5.972,,,,,,,,,0.005,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,120.61,120.247
